X32,Y32,Z32,Vx,Vy,Vz
-0.81,-0.42,0.29,-0.03,-0.17,0.28
-0.81,-0.42,0.35,-0.04,-0.22,0.28
-0.81,-0.42,0.42,-0.06,-0.28,0.28
-0.81,-0.42,0.48,-0.08,-0.35,0.28
-0.81,-0.42,0.55,-0.11,-0.42,0.28
-0.81,-0.42,0.61,-0.14,-0.51,0.28
-0.81,-0.42,0.68,-0.18,-0.61,0.28
-0.81,-0.42,0.74,-0.23,-0.72,0.28
-0.81,-0.42,0.81,-0.28,-0.85,0.28
-0.81,-0.42,0.87,-0.34,-0.99,0.28
-0.81,-0.42,0.94,-0.41,-1.15,0.28
-0.81,-0.42,1.00,-0.49,-1.33,0.28
-0.81,-0.35,-1.00,0.40,1.33,0.22
-0.81,-0.35,-0.94,0.33,1.15,0.22
-0.81,-0.35,-0.87,0.27,0.99,0.22
-0.81,-0.35,-0.81,0.22,0.85,0.22
-0.81,-0.35,-0.74,0.18,0.72,0.22
-0.81,-0.35,-0.68,0.14,0.61,0.22
-0.81,-0.35,-0.61,0.11,0.51,0.22
-0.81,-0.35,-0.55,0.08,0.42,0.22
-0.81,-0.35,-0.48,0.06,0.35,0.22
-0.81,-0.35,-0.42,0.04,0.28,0.22
-0.81,-0.35,-0.35,0.03,0.22,0.22
-0.81,-0.35,-0.29,0.02,0.17,0.22
-0.81,-0.35,-0.23,0.01,0.13,0.22
-0.81,-0.35,-0.16,0.01,0.09,0.22
-0.81,-0.35,-0.10,0.00,0.05,0.22
-0.81,-0.35,-0.03,0.00,0.02,0.22
-0.81,-0.35,0.03,-0.00,-0.02,0.22
-0.81,-0.35,0.10,-0.00,-0.05,0.22
-0.81,-0.35,0.16,-0.01,-0.09,0.22
-0.81,-0.35,0.23,-0.01,-0.13,0.22
-0.81,-0.35,0.29,-0.02,-0.17,0.22
-0.81,-0.35,0.35,-0.03,-0.22,0.22
-0.81,-0.35,0.42,-0.04,-0.28,0.22
-0.81,-0.35,0.48,-0.06,-0.35,0.22
-0.81,-0.35,0.55,-0.08,-0.42,0.22
-0.81,-0.35,0.61,-0.11,-0.51,0.22
-0.81,-0.35,0.68,-0.14,-0.61,0.22
-0.81,-0.35,0.74,-0.18,-0.72,0.22
-0.81,-0.35,0.81,-0.22,-0.85,0.22
-0.81,-0.35,0.87,-0.27,-0.99,0.22
-0.81,-0.35,0.94,-0.33,-1.15,0.22
-0.81,-0.35,1.00,-0.40,-1.33,0.22
-0.81,-0.29,-1.00,0.31,1.33,0.17
-0.81,-0.29,-0.94,0.26,1.15,0.17
-0.81,-0.29,-0.87,0.21,0.99,0.17
-0.81,-0.29,-0.81,0.17,0.85,0.17
-0.81,-0.29,-0.74,0.14,0.72,0.17
-0.81,-0.29,-0.68,0.11,0.61,0.17
-0.81,-0.29,-0.61,0.08,0.51,0.17
-0.81,-0.29,-0.55,0.06,0.42,0.17
-0.81,-0.29,-0.48,0.04,0.35,0.17
-0.81,-0.29,-0.42,0.03,0.28,0.17
-0.81,-0.29,-0.35,0.02,0.22,0.17
-0.81,-0.29,-0.29,0.01,0.17,0.17
-0.81,-0.29,-0.23,0.01,0.13,0.17
-0.81,-0.29,-0.16,0.01,0.09,0.17
-0.81,-0.29,-0.10,0.00,0.05,0.17
-0.81,-0.29,-0.03,0.00,0.02,0.17
-0.81,-0.29,0.03,-0.00,-0.02,0.17
-0.81,-0.29,0.10,-0.00,-0.05,0.17
-0.81,-0.29,0.16,-0.01,-0.09,0.17
-0.81,-0.29,0.23,-0.01,-0.13,0.17
-0.81,-0.29,0.29,-0.01,-0.17,0.17
-0.81,-0.29,0.35,-0.02,-0.22,0.17
-0.81,-0.29,0.42,-0.03,-0.28,0.17
-0.81,-0.29,0.48,-0.04,-0.35,0.17
-0.81,-0.29,0.55,-0.06,-0.42,0.17
-0.81,-0.29,0.61,-0.08,-0.51,0.17
-0.81,-0.29,0.68,-0.11,-0.61,0.17
-0.81,-0.29,0.74,-0.14,-0.72,0.17
-0.81,-0.29,0.81,-0.17,-0.85,0.17
-0.81,-0.29,0.87,-0.21,-0.99,0.17
-0.81,-0.29,0.94,-0.26,-1.15,0.17
-0.81,-0.29,1.00,-0.31,-1.33,0.17
-0.81,-0.23,-1.00,0.24,1.33,0.13
-0.81,-0.23,-0.94,0.20,1.15,0.13
-0.81,-0.23,-0.87,0.16,0.99,0.13
-0.81,-0.23,-0.81,0.13,0.85,0.13
-0.81,-0.23,-0.74,0.10,0.72,0.13
-0.81,-0.23,-0.68,0.08,0.61,0.13
-0.81,-0.23,-0.61,0.06,0.51,0.13
-0.81,-0.23,-0.55,0.04,0.42,0.13
-0.81,-0.23,-0.48,0.03,0.35,0.13
-0.81,-0.23,-0.42,0.02,0.28,0.13
-0.81,-0.23,-0.35,0.01,0.22,0.13
-0.81,-0.23,-0.29,0.01,0.17,0.13
-0.81,-0.23,-0.23,0.01,0.13,0.13
-0.81,-0.23,-0.16,0.00,0.09,0.13
-0.81,-0.23,-0.10,0.00,0.05,0.13
-0.81,-0.23,-0.03,0.00,0.02,0.13
-0.81,-0.23,0.03,-0.00,-0.02,0.13
-0.81,-0.23,0.10,-0.00,-0.05,0.13
-0.81,-0.23,0.16,-0.00,-0.09,0.13
-0.81,-0.23,0.23,-0.01,-0.13,0.13
-0.81,-0.23,0.29,-0.01,-0.17,0.13
-0.81,-0.23,0.35,-0.01,-0.22,0.13
-0.81,-0.23,0.42,-0.02,-0.28,0.13
-0.81,-0.23,0.48,-0.03,-0.35,0.13
-0.81,-0.23,0.55,-0.04,-0.42,0.13
-0.81,-0.23,0.61,-0.06,-0.51,0.13
-0.81,-0.23,0.68,-0.08,-0.61,0.13
-0.81,-0.23,0.74,-0.10,-0.72,0.13
-0.81,-0.23,0.81,-0.13,-0.85,0.13
-0.81,-0.23,0.87,-0.16,-0.99,0.13
-0.81,-0.23,0.94,-0.20,-1.15,0.13
-0.81,-0.23,1.00,-0.24,-1.33,0.13
-0.81,-0.16,-1.00,0.17,1.33,0.09
-0.81,-0.16,-0.94,0.14,1.15,0.09
-0.81,-0.16,-0.87,0.11,0.99,0.09
-0.81,-0.16,-0.81,0.09,0.85,0.09
-0.81,-0.16,-0.74,0.07,0.72,0.09
-0.81,-0.16,-0.68,0.05,0.61,0.09
-0.81,-0.16,-0.61,0.04,0.51,0.09
-0.81,-0.16,-0.55,0.03,0.42,0.09
-0.81,-0.16,-0.48,0.02,0.35,0.09
-0.81,-0.16,-0.42,0.01,0.28,0.09
-0.81,-0.16,-0.35,0.01,0.22,0.09
-0.81,-0.16,-0.29,0.01,0.17,0.09
-0.81,-0.16,-0.23,0.00,0.13,0.09
-0.81,-0.16,-0.16,0.00,0.09,0.09
-0.81,-0.16,-0.10,0.00,0.05,0.09
-0.81,-0.16,-0.03,0.00,0.02,0.09
-0.81,-0.16,0.03,-0.00,-0.02,0.09
-0.81,-0.16,0.10,-0.00,-0.05,0.09
-0.81,-0.16,0.16,-0.00,-0.09,0.09
-0.81,-0.16,0.23,-0.00,-0.13,0.09
-0.81,-0.16,0.29,-0.01,-0.17,0.09
-0.81,-0.16,0.35,-0.01,-0.22,0.09
-0.81,-0.16,0.42,-0.01,-0.28,0.09
-0.81,-0.16,0.48,-0.02,-0.35,0.09
-0.81,-0.16,0.55,-0.03,-0.42,0.09
-0.81,-0.16,0.61,-0.04,-0.51,0.09
-0.81,-0.16,0.68,-0.05,-0.61,0.09
-0.81,-0.16,0.74,-0.07,-0.72,0.09
-0.81,-0.16,0.81,-0.09,-0.85,0.09
-0.81,-0.16,0.87,-0.11,-0.99,0.09
-0.81,-0.16,0.94,-0.14,-1.15,0.09
-0.81,-0.16,1.00,-0.17,-1.33,0.09
-0.81,-0.10,-1.00,0.10,1.33,0.05
-0.81,-0.10,-0.94,0.08,1.15,0.05
-0.81,-0.10,-0.87,0.06,0.99,0.05
-0.81,-0.10,-0.81,0.05,0.85,0.05
-0.81,-0.10,-0.74,0.04,0.72,0.05
-0.81,-0.10,-0.68,0.03,0.61,0.05
-0.81,-0.10,-0.61,0.02,0.51,0.05
-0.81,-0.10,-0.55,0.02,0.42,0.05
-0.81,-0.10,-0.48,0.01,0.35,0.05
-0.81,-0.10,-0.42,0.01,0.28,0.05
-0.81,-0.10,-0.35,0.00,0.22,0.05
-0.81,-0.10,-0.29,0.00,0.17,0.05
-0.81,-0.10,-0.23,0.00,0.13,0.05
-0.81,-0.10,-0.16,0.00,0.09,0.05
-0.81,-0.10,-0.10,0.00,0.05,0.05
-0.81,-0.10,-0.03,0.00,0.02,0.05
-0.81,-0.10,0.03,-0.00,-0.02,0.05
-0.81,-0.10,0.10,-0.00,-0.05,0.05
-0.81,-0.10,0.16,-0.00,-0.09,0.05
-0.81,-0.10,0.23,-0.00,-0.13,0.05
-0.81,-0.10,0.29,-0.00,-0.17,0.05
-0.81,-0.10,0.35,-0.00,-0.22,0.05
-0.81,-0.10,0.42,-0.01,-0.28,0.05
-0.81,-0.10,0.48,-0.01,-0.35,0.05
-0.81,-0.10,0.55,-0.02,-0.42,0.05
-0.81,-0.10,0.61,-0.02,-0.51,0.05
-0.81,-0.10,0.68,-0.03,-0.61,0.05
-0.81,-0.10,0.74,-0.04,-0.72,0.05
-0.81,-0.10,0.81,-0.05,-0.85,0.05
-0.81,-0.10,0.87,-0.06,-0.99,0.05
-0.81,-0.10,0.94,-0.08,-1.15,0.05
-0.81,-0.10,1.00,-0.10,-1.33,0.05
-0.81,-0.03,-1.00,0.03,1.33,0.02
-0.81,-0.03,-0.94,0.03,1.15,0.02
-0.81,-0.03,-0.87,0.02,0.99,0.02
-0.81,-0.03,-0.81,0.02,0.85,0.02
-0.81,-0.03,-0.74,0.01,0.72,0.02
-0.81,-0.03,-0.68,0.01,0.61,0.02
-0.81,-0.03,-0.61,0.01,0.51,0.02
-0.81,-0.03,-0.55,0.01,0.42,0.02
-0.81,-0.03,-0.48,0.00,0.35,0.02
-0.81,-0.03,-0.42,0.00,0.28,0.02
-0.81,-0.03,-0.35,0.00,0.22,0.02
-0.81,-0.03,-0.29,0.00,0.17,0.02
-0.81,-0.03,-0.23,0.00,0.13,0.02
-0.81,-0.03,-0.16,0.00,0.09,0.02
-0.81,-0.03,-0.10,0.00,0.05,0.02
-0.81,-0.03,-0.03,0.00,0.02,0.02
-0.81,-0.03,0.03,-0.00,-0.02,0.02
-0.81,-0.03,0.10,-0.00,-0.05,0.02
-0.81,-0.03,0.16,-0.00,-0.09,0.02
-0.81,-0.03,0.23,-0.00,-0.13,0.02
-0.81,-0.03,0.29,-0.00,-0.17,0.02
-0.81,-0.03,0.35,-0.00,-0.22,0.02
-0.81,-0.03,0.42,-0.00,-0.28,0.02
-0.81,-0.03,0.48,-0.00,-0.35,0.02
-0.81,-0.03,0.55,-0.01,-0.42,0.02
-0.81,-0.03,0.61,-0.01,-0.51,0.02
-0.81,-0.03,0.68,-0.01,-0.61,0.02
-0.81,-0.03,0.74,-0.01,-0.72,0.02
-0.81,-0.03,0.81,-0.02,-0.85,0.02
-0.81,-0.03,0.87,-0.02,-0.99,0.02
-0.81,-0.03,0.94,-0.03,-1.15,0.02
-0.81,-0.03,1.00,-0.03,-1.33,0.02
-0.81,0.03,-1.00,-0.03,1.33,-0.02
-0.81,0.03,-0.94,-0.03,1.15,-0.02
-0.81,0.03,-0.87,-0.02,0.99,-0.02
-0.81,0.03,-0.81,-0.02,0.85,-0.02
-0.81,0.03,-0.74,-0.01,0.72,-0.02
-0.81,0.03,-0.68,-0.01,0.61,-0.02
-0.81,0.03,-0.61,-0.01,0.51,-0.02
-0.81,0.03,-0.55,-0.01,0.42,-0.02
-0.81,0.03,-0.48,-0.00,0.35,-0.02
-0.81,0.03,-0.42,-0.00,0.28,-0.02
-0.81,0.03,-0.35,-0.00,0.22,-0.02
-0.81,0.03,-0.29,-0.00,0.17,-0.02
-0.81,0.03,-0.23,-0.00,0.13,-0.02
-0.81,0.03,-0.16,-0.00,0.09,-0.02
-0.81,0.03,-0.10,-0.00,0.05,-0.02
-0.81,0.03,-0.03,-0.00,0.02,-0.02
-0.81,0.03,0.03,0.00,-0.02,-0.02
-0.81,0.03,0.10,0.00,-0.05,-0.02
-0.81,0.03,0.16,0.00,-0.09,-0.02
-0.81,0.03,0.23,0.00,-0.13,-0.02
-0.81,0.03,0.29,0.00,-0.17,-0.02
-0.81,0.03,0.35,0.00,-0.22,-0.02
-0.81,0.03,0.42,0.00,-0.28,-0.02
-0.81,0.03,0.48,0.00,-0.35,-0.02
-0.81,0.03,0.55,0.01,-0.42,-0.02
-0.81,0.03,0.61,0.01,-0.51,-0.02
-0.81,0.03,0.68,0.01,-0.61,-0.02
-0.81,0.03,0.74,0.01,-0.72,-0.02
-0.81,0.03,0.81,0.02,-0.85,-0.02
-0.81,0.03,0.87,0.02,-0.99,-0.02
-0.81,0.03,0.94,0.03,-1.15,-0.02
-0.81,0.03,1.00,0.03,-1.33,-0.02
-0.81,0.10,-1.00,-0.10,1.33,-0.05
-0.81,0.10,-0.94,-0.08,1.15,-0.05
-0.81,0.10,-0.87,-0.06,0.99,-0.05
-0.81,0.10,-0.81,-0.05,0.85,-0.05
-0.81,0.10,-0.74,-0.04,0.72,-0.05
-0.81,0.10,-0.68,-0.03,0.61,-0.05
-0.81,0.10,-0.61,-0.02,0.51,-0.05
-0.81,0.10,-0.55,-0.02,0.42,-0.05
-0.81,0.10,-0.48,-0.01,0.35,-0.05
-0.81,0.10,-0.42,-0.01,0.28,-0.05
-0.81,0.10,-0.35,-0.00,0.22,-0.05
-0.81,0.10,-0.29,-0.00,0.17,-0.05
-0.81,0.10,-0.23,-0.00,0.13,-0.05
-0.81,0.10,-0.16,-0.00,0.09,-0.05
-0.81,0.10,-0.10,-0.00,0.05,-0.05
-0.81,0.10,-0.03,-0.00,0.02,-0.05
-0.81,0.10,0.03,0.00,-0.02,-0.05
-0.81,0.10,0.10,0.00,-0.05,-0.05
-0.81,0.10,0.16,0.00,-0.09,-0.05
-0.81,0.10,0.23,0.00,-0.13,-0.05
-0.81,0.10,0.29,0.00,-0.17,-0.05
-0.81,0.10,0.35,0.00,-0.22,-0.05
-0.81,0.10,0.42,0.01,-0.28,-0.05
-0.81,0.10,0.48,0.01,-0.35,-0.05
-0.81,0.10,0.55,0.02,-0.42,-0.05
-0.81,0.10,0.61,0.02,-0.51,-0.05
-0.81,0.10,0.68,0.03,-0.61,-0.05
-0.81,0.10,0.74,0.04,-0.72,-0.05
-0.81,0.10,0.81,0.05,-0.85,-0.05
-0.81,0.10,0.87,0.06,-0.99,-0.05
-0.81,0.10,0.94,0.08,-1.15,-0.05
-0.81,0.10,1.00,0.10,-1.33,-0.05
-0.81,0.16,-1.00,-0.17,1.33,-0.09
-0.81,0.16,-0.94,-0.14,1.15,-0.09
-0.81,0.16,-0.87,-0.11,0.99,-0.09
-0.81,0.16,-0.81,-0.09,0.85,-0.09
-0.81,0.16,-0.74,-0.07,0.72,-0.09
-0.81,0.16,-0.68,-0.05,0.61,-0.09
-0.81,0.16,-0.61,-0.04,0.51,-0.09
-0.81,0.16,-0.55,-0.03,0.42,-0.09
-0.81,0.16,-0.48,-0.02,0.35,-0.09
-0.81,0.16,-0.42,-0.01,0.28,-0.09
-0.81,0.16,-0.35,-0.01,0.22,-0.09
-0.81,0.16,-0.29,-0.01,0.17,-0.09
-0.81,0.16,-0.23,-0.00,0.13,-0.09
-0.81,0.16,-0.16,-0.00,0.09,-0.09
-0.81,0.16,-0.10,-0.00,0.05,-0.09
-0.81,0.16,-0.03,-0.00,0.02,-0.09
-0.81,0.16,0.03,0.00,-0.02,-0.09
-0.81,0.16,0.10,0.00,-0.05,-0.09
-0.81,0.16,0.16,0.00,-0.09,-0.09
-0.81,0.16,0.23,0.00,-0.13,-0.09
-0.81,0.16,0.29,0.01,-0.17,-0.09
-0.81,0.16,0.35,0.01,-0.22,-0.09
-0.81,0.16,0.42,0.01,-0.28,-0.09
-0.81,0.16,0.48,0.02,-0.35,-0.09
-0.81,0.16,0.55,0.03,-0.42,-0.09
-0.81,0.16,0.61,0.04,-0.51,-0.09
-0.81,0.16,0.68,0.05,-0.61,-0.09
-0.81,0.16,0.74,0.07,-0.72,-0.09
-0.81,0.16,0.81,0.09,-0.85,-0.09
-0.81,0.16,0.87,0.11,-0.99,-0.09
-0.81,0.16,0.94,0.14,-1.15,-0.09
-0.81,0.16,1.00,0.17,-1.33,-0.09
-0.81,0.23,-1.00,-0.24,1.33,-0.13
-0.81,0.23,-0.94,-0.20,1.15,-0.13
-0.81,0.23,-0.87,-0.16,0.99,-0.13
-0.81,0.23,-0.81,-0.13,0.85,-0.13
-0.81,0.23,-0.74,-0.10,0.72,-0.13
-0.81,0.23,-0.68,-0.08,0.61,-0.13
-0.81,0.23,-0.61,-0.06,0.51,-0.13
-0.81,0.23,-0.55,-0.04,0.42,-0.13
-0.81,0.23,-0.48,-0.03,0.35,-0.13
-0.81,0.23,-0.42,-0.02,0.28,-0.13
-0.81,0.23,-0.35,-0.01,0.22,-0.13
-0.81,0.23,-0.29,-0.01,0.17,-0.13
-0.81,0.23,-0.23,-0.01,0.13,-0.13
-0.81,0.23,-0.16,-0.00,0.09,-0.13
-0.81,0.23,-0.10,-0.00,0.05,-0.13
-0.81,0.23,-0.03,-0.00,0.02,-0.13
-0.81,0.23,0.03,0.00,-0.02,-0.13
-0.81,0.23,0.10,0.00,-0.05,-0.13
-0.81,0.23,0.16,0.00,-0.09,-0.13
-0.81,0.23,0.23,0.01,-0.13,-0.13
-0.81,0.23,0.29,0.01,-0.17,-0.13
-0.81,0.23,0.35,0.01,-0.22,-0.13
-0.81,0.23,0.42,0.02,-0.28,-0.13
-0.81,0.23,0.48,0.03,-0.35,-0.13
-0.81,0.23,0.55,0.04,-0.42,-0.13
-0.81,0.23,0.61,0.06,-0.51,-0.13
-0.81,0.23,0.68,0.08,-0.61,-0.13
-0.81,0.23,0.74,0.10,-0.72,-0.13
-0.81,0.23,0.81,0.13,-0.85,-0.13
-0.81,0.23,0.87,0.16,-0.99,-0.13
-0.81,0.23,0.94,0.20,-1.15,-0.13
-0.81,0.23,1.00,0.24,-1.33,-0.13
-0.81,0.29,-1.00,-0.31,1.33,-0.17
-0.81,0.29,-0.94,-0.26,1.15,-0.17
-0.81,0.29,-0.87,-0.21,0.99,-0.17
-0.81,0.29,-0.81,-0.17,0.85,-0.17
-0.81,0.29,-0.74,-0.14,0.72,-0.17
-0.81,0.29,-0.68,-0.11,0.61,-0.17
-0.81,0.29,-0.61,-0.08,0.51,-0.17
-0.81,0.29,-0.55,-0.06,0.42,-0.17
-0.81,0.29,-0.48,-0.04,0.35,-0.17
-0.81,0.29,-0.42,-0.03,0.28,-0.17
-0.81,0.29,-0.35,-0.02,0.22,-0.17
-0.81,0.29,-0.29,-0.01,0.17,-0.17
-0.81,0.29,-0.23,-0.01,0.13,-0.17
-0.81,0.29,-0.16,-0.01,0.09,-0.17
-0.81,0.29,-0.10,-0.00,0.05,-0.17
-0.81,0.29,-0.03,-0.00,0.02,-0.17
-0.81,0.29,0.03,0.00,-0.02,-0.17
-0.81,0.29,0.10,0.00,-0.05,-0.17
-0.81,0.29,0.16,0.01,-0.09,-0.17
-0.81,0.29,0.23,0.01,-0.13,-0.17
-0.81,0.29,0.29,0.01,-0.17,-0.17
-0.81,0.29,0.35,0.02,-0.22,-0.17
-0.81,0.29,0.42,0.03,-0.28,-0.17
-0.81,0.29,0.48,0.04,-0.35,-0.17
-0.81,0.29,0.55,0.06,-0.42,-0.17
-0.81,0.29,0.61,0.08,-0.51,-0.17
-0.81,0.29,0.68,0.11,-0.61,-0.17
-0.81,0.29,0.74,0.14,-0.72,-0.17
-0.81,0.29,0.81,0.17,-0.85,-0.17
-0.81,0.29,0.87,0.21,-0.99,-0.17
-0.81,0.29,0.94,0.26,-1.15,-0.17
-0.81,0.29,1.00,0.31,-1.33,-0.17
-0.81,0.35,-1.00,-0.40,1.33,-0.22
-0.81,0.35,-0.94,-0.33,1.15,-0.22
-0.81,0.35,-0.87,-0.27,0.99,-0.22
-0.81,0.35,-0.81,-0.22,0.85,-0.22
-0.81,0.35,-0.74,-0.18,0.72,-0.22
-0.81,0.35,-0.68,-0.14,0.61,-0.22
-0.81,0.35,-0.61,-0.11,0.51,-0.22
-0.81,0.35,-0.55,-0.08,0.42,-0.22
-0.81,0.35,-0.48,-0.06,0.35,-0.22
-0.81,0.35,-0.42,-0.04,0.28,-0.22
-0.81,0.35,-0.35,-0.03,0.22,-0.22
-0.81,0.35,-0.29,-0.02,0.17,-0.22
-0.81,0.35,-0.23,-0.01,0.13,-0.22
-0.81,0.35,-0.16,-0.01,0.09,-0.22
-0.81,0.35,-0.10,-0.00,0.05,-0.22
-0.81,0.35,-0.03,-0.00,0.02,-0.22
-0.81,0.35,0.03,0.00,-0.02,-0.22
-0.81,0.35,0.10,0.00,-0.05,-0.22
-0.81,0.35,0.16,0.01,-0.09,-0.22
-0.81,0.35,0.23,0.01,-0.13,-0.22
-0.81,0.35,0.29,0.02,-0.17,-0.22
-0.81,0.35,0.35,0.03,-0.22,-0.22
-0.81,0.35,0.42,0.04,-0.28,-0.22
-0.81,0.35,0.48,0.06,-0.35,-0.22
-0.81,0.35,0.55,0.08,-0.42,-0.22
-0.81,0.35,0.61,0.11,-0.51,-0.22
-0.81,0.35,0.68,0.14,-0.61,-0.22
-0.81,0.35,0.74,0.18,-0.72,-0.22
-0.81,0.35,0.81,0.22,-0.85,-0.22
-0.81,0.35,0.87,0.27,-0.99,-0.22
-0.81,0.35,0.94,0.33,-1.15,-0.22
-0.81,0.35,1.00,0.40,-1.33,-0.22
-0.81,0.42,-1.00,-0.49,1.33,-0.28
-0.81,0.42,-0.94,-0.41,1.15,-0.28
-0.81,0.42,-0.87,-0.34,0.99,-0.28
-0.81,0.42,-0.81,-0.28,0.85,-0.28
-0.81,0.42,-0.74,-0.23,0.72,-0.28
-0.81,0.42,-0.68,-0.18,0.61,-0.28
-0.81,0.42,-0.61,-0.14,0.51,-0.28
-0.81,0.42,-0.55,-0.11,0.42,-0.28
-0.81,0.42,-0.48,-0.08,0.35,-0.28
-0.81,0.42,-0.42,-0.06,0.28,-0.28
-0.81,0.42,-0.35,-0.04,0.22,-0.28
-0.81,0.42,-0.29,-0.03,0.17,-0.28
-0.81,0.42,-0.23,-0.02,0.13,-0.28
-0.81,0.42,-0.16,-0.01,0.09,-0.28
-0.81,0.42,-0.10,-0.01,0.05,-0.28
-0.81,0.42,-0.03,-0.00,0.02,-0.28
-0.81,0.42,0.03,0.00,-0.02,-0.28
-0.81,0.42,0.10,0.01,-0.05,-0.28
-0.81,0.42,0.16,0.01,-0.09,-0.28
-0.81,0.42,0.23,0.02,-0.13,-0.28
-0.81,0.42,0.29,0.03,-0.17,-0.28
-0.81,0.42,0.35,0.04,-0.22,-0.28
-0.81,0.42,0.42,0.06,-0.28,-0.28
-0.81,0.42,0.48,0.08,-0.35,-0.28
-0.81,0.42,0.55,0.11,-0.42,-0.28
-0.81,0.42,0.61,0.14,-0.51,-0.28
-0.81,0.42,0.68,0.18,-0.61,-0.28
-0.81,0.42,0.74,0.23,-0.72,-0.28
-0.81,0.42,0.81,0.28,-0.85,-0.28
-0.81,0.42,0.87,0.34,-0.99,-0.28
-0.81,0.42,0.94,0.41,-1.15,-0.28
-0.81,0.42,1.00,0.49,-1.33,-0.28
-0.81,0.48,-1.00,-0.60,1.33,-0.35
-0.81,0.48,-0.94,-0.50,1.15,-0.35
-0.81,0.48,-0.87,-0.42,0.99,-0.35
-0.81,0.48,-0.81,-0.35,0.85,-0.35
-0.81,0.48,-0.74,-0.28,0.72,-0.35
-0.81,0.48,-0.68,-0.23,0.61,-0.35
-0.81,0.48,-0.61,-0.18,0.51,-0.35
-0.81,0.48,-0.55,-0.14,0.42,-0.35
-0.81,0.48,-0.48,-0.11,0.35,-0.35
-0.81,0.48,-0.42,-0.08,0.28,-0.35
-0.81,0.48,-0.35,-0.06,0.22,-0.35
-0.81,0.48,-0.29,-0.04,0.17,-0.35
-0.81,0.48,-0.23,-0.03,0.13,-0.35
-0.81,0.48,-0.16,-0.02,0.09,-0.35
-0.81,0.48,-0.10,-0.01,0.05,-0.35
-0.81,0.48,-0.03,-0.00,0.02,-0.35
-0.81,0.48,0.03,0.00,-0.02,-0.35
-0.81,0.48,0.10,0.01,-0.05,-0.35
-0.81,0.48,0.16,0.02,-0.09,-0.35
-0.81,0.48,0.23,0.03,-0.13,-0.35
-0.81,0.48,0.29,0.04,-0.17,-0.35
-0.81,0.48,0.35,0.06,-0.22,-0.35
-0.81,0.48,0.42,0.08,-0.28,-0.35
-0.81,0.48,0.48,0.11,-0.35,-0.35
-0.81,0.48,0.55,0.14,-0.42,-0.35
-0.81,0.48,0.61,0.18,-0.51,-0.35
-0.81,0.48,0.68,0.23,-0.61,-0.35
-0.81,0.48,0.74,0.28,-0.72,-0.35
-0.81,0.48,0.81,0.35,-0.85,-0.35
-0.81,0.48,0.87,0.42,-0.99,-0.35
-0.81,0.48,0.94,0.50,-1.15,-0.35
-0.81,0.48,1.00,0.60,-1.33,-0.35
-0.81,0.55,-1.00,-0.71,1.33,-0.42
-0.81,0.55,-0.94,-0.60,1.15,-0.42
-0.81,0.55,-0.87,-0.51,0.99,-0.42
-0.81,0.55,-0.81,-0.42,0.85,-0.42
-0.81,0.55,-0.74,-0.35,0.72,-0.42
-0.81,0.55,-0.68,-0.28,0.61,-0.42
-0.81,0.55,-0.61,-0.23,0.51,-0.42
-0.81,0.55,-0.55,-0.18,0.42,-0.42
-0.81,0.55,-0.48,-0.14,0.35,-0.42
-0.81,0.55,-0.42,-0.11,0.28,-0.42
-0.81,0.55,-0.35,-0.08,0.22,-0.42
-0.81,0.55,-0.29,-0.06,0.17,-0.42
-0.81,0.55,-0.23,-0.04,0.13,-0.42
-0.81,0.55,-0.16,-0.03,0.09,-0.42
-0.81,0.55,-0.10,-0.02,0.05,-0.42
-0.81,0.55,-0.03,-0.01,0.02,-0.42
-0.81,0.55,0.03,0.01,-0.02,-0.42
-0.81,0.55,0.10,0.02,-0.05,-0.42
-0.81,0.55,0.16,0.03,-0.09,-0.42
-0.81,0.55,0.23,0.04,-0.13,-0.42
-0.81,0.55,0.29,0.06,-0.17,-0.42
-0.81,0.55,0.35,0.08,-0.22,-0.42
-0.81,0.55,0.42,0.11,-0.28,-0.42
-0.81,0.55,0.48,0.14,-0.35,-0.42
-0.81,0.55,0.55,0.18,-0.42,-0.42
-0.81,0.55,0.61,0.23,-0.51,-0.42
-0.81,0.55,0.68,0.28,-0.61,-0.42
-0.81,0.55,0.74,0.35,-0.72,-0.42
-0.81,0.55,0.81,0.42,-0.85,-0.42
-0.81,0.55,0.87,0.51,-0.99,-0.42
-0.81,0.55,0.94,0.60,-1.15,-0.42
-0.81,0.55,1.00,0.71,-1.33,-0.42
-0.81,0.61,-1.00,-0.84,1.33,-0.51
-0.81,0.61,-0.94,-0.72,1.15,-0.51
-0.81,0.61,-0.87,-0.61,0.99,-0.51
-0.81,0.61,-0.81,-0.51,0.85,-0.51
-0.81,0.61,-0.74,-0.42,0.72,-0.51
-0.81,0.61,-0.68,-0.35,0.61,-0.51
-0.81,0.61,-0.61,-0.28,0.51,-0.51
-0.81,0.61,-0.55,-0.23,0.42,-0.51
-0.81,0.61,-0.48,-0.18,0.35,-0.51
-0.81,0.61,-0.42,-0.14,0.28,-0.51
-0.81,0.61,-0.35,-0.11,0.22,-0.51
-0.81,0.61,-0.29,-0.08,0.17,-0.51
-0.81,0.61,-0.23,-0.06,0.13,-0.51
-0.81,0.61,-0.16,-0.04,0.09,-0.51
-0.81,0.61,-0.10,-0.02,0.05,-0.51
